letter_id,from_id,from_name,to_id,to_name,date
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2408-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S000855,"Alexander Stewart, Earl of Moray",1680-07-17
SP_29/414_f.44,E019549-S039016-T000000,"Spencer, Robert",E012119-S043025-T000000,Sir Leoline Jenkins,1680-07-18
SP_29/414_f.46,S047480,Thomas Blood,E012119-S043025-T000000,Sir Leoline Jenkins,1680-07-18
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2414-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S015298,Exchequer of Scotland,1680-07-18
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2418-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",E013261-S023644-T000000,"Leslie, John",1680-07-18
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2418-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S036223,Privy Council of Scotland,1680-07-18
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2414-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S036865,Remanent Lords and others of the Exchequer in Scotland,1680-07-18
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2416-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S049789,Treasury Commissioners in Scotland,1680-07-18
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2414-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",E014148-S009502-T000000,"Treasury, The",1680-07-18
SP_29/414_f.53,E009630-S016026-T000000,"Gwyn, Francis",E012119-S043025-T000000,Sir Leoline Jenkins,1680-07-19
SP_29/414_f.51a,S022959,"John Egerton, Earl of Bridgewater",E012119-S043025-T000000,Sir Leoline Jenkins,1680-07-19
SP_44/64_f.17,E012119-S043025-T000000,Sir Leoline Jenkins,S002639,Bevil Skelton,1680-07-19
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2425-cm,E012119-S043025-T000000,Sir Leoline Jenkins,E006506-S007022-T000000,"Middleton, Charles",1680-07-19
SP_29/414_f.48,E002620-S051125-T000000,William Blathwaite,S001895,Attorney-General,1680-07-19
SP_29/414_f.57,E000953-S038695-T000000,Robert Hooke,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-07-20
SP_63/341_f.14,E012119-S043025-T000000,Sir Leoline Jenkins,S028068,Lord-Lieutenant,1680-07-20
SP_63/339_f.212,S024472,John Tattnall,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-07-21
SP_44/62_f.43,E012119-S043025-T000000,Sir Leoline Jenkins,S016296,"Francis, Lord Guilford",1680-07-22
SP_29/414_f.59,S007421,Christopher Cratford,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-07-22
SP_44/62_f.47,E012119-S043025-T000000,Sir Leoline Jenkins,S040364,Sheriff Lewis,1680-07-23
SP_29/417_f.538,S051230,William Burd,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",1680-07-23
SP_29/414_f.61,E009630-S016026-T000000,"Gwyn, Francis",E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-07-24
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2445-cm,E014087-S023729-T000000,"Maitland, John",E013261-S023644-T000000,"Leslie, John",1680-07-24
SP_63/339_f.214,E921955-S041743-T000000,Sir George Rawdon,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-07-24
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2438-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S016296,"Francis, Lord Guilford",1680-07-24
SP_63/339_f.216,S048612,Thomas Rawdon,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-07-24
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2442-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S049789,Treasury Commissioners in Scotland,1680-07-24
SP_29/414_f.63,S036930,Rev. Timothy Halton,E012119-S043025-T000000,Sir Leoline Jenkins,1680-07-25
SP_63/339_f.218,S028068,Lord-Lieutenant,E012119-S043025-T000000,Sir Leoline Jenkins,1680-07-26
SP_44/64_f.19,E012119-S043025-T000000,Sir Leoline Jenkins,S002639,Bevil Skelton,1680-07-26
SP_44/64_f.21,E012119-S043025-T000000,Sir Leoline Jenkins,E006506-S007022-T000000,"Middleton, Charles",1680-07-26
SP_44/57_f.27,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S011533,Dean and Chapter of Salisbury,1680-07-26
SP_29/414_f.65,S015696,Four Jurats,E012119-S043025-T000000,Sir Leoline Jenkins,1680-07-27
SP_63/339_f.224,S026890,Lieutenant Richard Cope,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-07-27
SP_29/414_f.65,S034274,"Nicholas Cullen, Mayor of Dover",E012119-S043025-T000000,Sir Leoline Jenkins,1680-07-27
SP_44/56_f.41,E019549-S039016-T000000,"Spencer, Robert",E012119-S043025-T000000,Sir Leoline Jenkins,1680-07-27
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2461-cm,E019549-S039016-T000000,"Spencer, Robert",S022548,John Brisbane,1680-07-28
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2462-cm,E019549-S039016-T000000,"Spencer, Robert",S027850,Lord President of the Council,1680-07-28
SP_29/414_f.67,E019549-S039016-T000000,"Spencer, Robert",E012119-S043025-T000000,Sir Leoline Jenkins,1680-07-28
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2460x001-cm,E019549-S039016-T000000,"Spencer, Robert",E012119-S043025-T000000,Sir Leoline Jenkins,1680-07-28
SP_63/339_f.228,E921955-S041743-T000000,Sir George Rawdon,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-07-28
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2463-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",E013261-S023644-T000000,"Leslie, John",1680-07-28
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2463-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S036223,Privy Council of Scotland,1680-07-28
SP_29/414_f.69,S022959,"John Egerton, Earl of Bridgewater",E012119-S043025-T000000,Sir Leoline Jenkins,1680-07-29
SP_44/56_f.43,E019549-S039016-T000000,"Spencer, Robert",E903387-S043701-T000000,Sir Robert Holmes,1680-07-29
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2471-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S028068,Lord-Lieutenant,1680-07-29
SP_44/62_f.49,E012119-S043025-T000000,Sir Leoline Jenkins,S040364,Sheriff Lewis,1680-07-29
SP_29/414_f.71,E600235-S040567-T000000,"Sidney Godolphin, Earl of Godolphin",E012119-S043025-T000000,Sir Leoline Jenkins,1680-07-30
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2473-cm,E012119-S043025-T000000,Sir Leoline Jenkins,E600235-S040567-T000000,"Sidney Godolphin, Earl of Godolphin",1680-07-30
SP_63/341_f.15,E012119-S043025-T000000,Sir Leoline Jenkins,S028068,Lord-Lieutenant,1680-07-31
SP_44/62_f.51,E012119-S043025-T000000,Sir Leoline Jenkins,E600235-S040567-T000000,"Sidney Godolphin, Earl of Godolphin",1680-07-31
SP_29/417_f.388,E009630-S016026-T000000,"Gwyn, Francis",E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",1680-08-31
SP_29/414_f.157,S040724,Simpson Tonge,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",1680-08-31
SP_29/414_f.165,E008139-S040866-T000000,Sir Arthur Forbes,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-08-31
SP_29/414_f.84,S023149,John Gibson,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-08-02
SP_44/64_f.23,E012119-S043025-T000000,Sir Leoline Jenkins,S002639,Bevil Skelton,1680-08-02
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2513-cm,E012119-S043025-T000000,Sir Leoline Jenkins,E006506-S007022-T000000,"Middleton, Charles",1680-08-02
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2518-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S009331,Commissioners for Sutton&#x0027;s Hospital,1680-08-04
SP_63/339_f.232,S026890,Lieutenant Richard Cope,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-08-05
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2519-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S032355,Mr. Bowes,1680-08-05
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2523-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",E001993-S018912-T000000,"Henry Bennet, Earl of Arlington",1680-08-05
SP_29/414_f.86,S023154,John Giles,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",1680-08-06
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2532-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S014362,"Edward Howard, Earl of Carlisle",1680-08-06
SP_44/62_f.55,E012119-S043025-T000000,Sir Leoline Jenkins,S016296,"Francis, Lord Guilford",1680-08-06
SP_44/62_f.53,E012119-S043025-T000000,Sir Leoline Jenkins,S027720,Lord Mayor,1680-08-06
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2531-cm,E012119-S043025-T000000,Sir Leoline Jenkins,E014603-S035450-T000000,"Peter Mews, Bishop of Winchester",1680-08-06
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2528-cm,E012119-S043025-T000000,Sir Leoline Jenkins,E013577-S052007-T000000,"William Lloyd, Bishop of Worcester",1680-08-06
SP_63/339_f.240,S015789,Frances Davis,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-08-07
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2534-cm,E019549-S039016-T000000,"Spencer, Robert",S027850,Lord President of the Council,1680-08-07
SP_29/414_f.94,S007421,Christopher Cratford,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-08-07
SP_44/56_f.45,E019549-S039016-T000000,"Spencer, Robert",S022548,John Brisbane,1680-08-09
SP_44/64_f.27,E012119-S043025-T000000,Sir Leoline Jenkins,S002639,Bevil Skelton,1680-08-09
SP_29/414_f.100,S010399,Constance Magenis,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-08-10
SP_29/414_f.102,S010399,Constance Magenis,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-08-10
SP_29/414_f.103,S014885,Elizabeth Boothe,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-08-10
SP_29/414_f.98,S015909,Francis Bourke,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-08-10
SP_29/414_f.107,S002051,B. Peake,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",1680-08-11
SP_44/65_f.33,S028226,Lords of the Council,E917066-S009169-T000000,"Ordnance, Office of",1680-08-11
SP_63/339_f.242,S005973,Captain Richard Mildmay,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-08-11
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2554-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S028068,Lord-Lieutenant,1680-08-11
SP_29/414_f.114,S012651,Dr. Lancelot Bolton,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-08-12
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2563-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S014735,Eight Seaport Towns,1680-08-12
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2559-cm,E012119-S043025-T000000,Sir Leoline Jenkins,E014603-S035450-T000000,"Peter Mews, Bishop of Winchester",1680-08-12
SP_44/62_f.57,E012119-S043025-T000000,Sir Leoline Jenkins,E004125-S043641-T000000,"Sir Robert Cann, Mayor",1680-08-12
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2558-cm,E012119-S043025-T000000,Sir Leoline Jenkins,E014723-S049027-T000000,"Windsor, Thomas",1680-08-12
SP_44/62_f.59,E012119-S043025-T000000,Sir Leoline Jenkins,S050643,Walter Chetwynd,1680-08-12
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2561-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S056156,George Digby,1680-08-12
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2568-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",E912196-S001906-T000000,"Vere, Aubrey de",1680-08-12
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2565-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S026995,Lieutenant-Colonel Peircy Kirke,1680-08-12
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2567-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S005273,Captain Graham,1680-08-12
SP_44/65_f.29,S028226,Lords of the Council,S028079,Lord-Lieutenant of Ireland,1680-08-13
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2572-cm,S028226,Lords of the Council,S043205,Sir Palmes Fairborne,1680-08-13
SP_29/414_f.120,S042387,Sir Job Charleton,E012119-S043025-T000000,Sir Leoline Jenkins,1680-08-13
SP_29/414_f.125,S010399,Constance Magenis,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-08-14
SP_29/414_f.127,S030657,Matthew Anderton,S035934,Postmaster at Coventry,1680-08-14
SP_29/414_f.122a,S038571,Robert Ferguson,S018633,Hannah Ferguson,1680-08-14
SP_63/339_f.246,S040881,Sir Arthur Rawdon,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-08-14
SP_63/339_f.244,E921955-S041743-T000000,Sir George Rawdon,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-08-14
SP_44/62_f.63,E012119-S043025-T000000,Sir Leoline Jenkins,E014603-S035450-T000000,"Peter Mews, Bishop of Winchester",1680-08-14
SP_29/414_f.123,S007421,Christopher Cratford,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-08-14
SP_29/414_f.128,S042387,Sir Job Charleton,S044195,Sir Thomas Littleton,1680-08-15
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2588-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S002639,Bevil Skelton,1680-08-16
SP_44/64_f.29,E012119-S043025-T000000,Sir Leoline Jenkins,E006506-S007022-T000000,"Middleton, Charles",1680-08-16
SP_63/339_f.251,S005896,Captain Philip Wilkinson,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-08-16
SP_63/339_f.249,S006044,Captain Robert Thelwall,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-08-16
SP_29/414_f.134,S010399,Constance Magenis,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-08-17
SP_29/414_f.132,E000953-S038695-T000000,Robert Hooke,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-08-17
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2594-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S056156,George Digby,1680-08-17
SP_29/414_f.137,S022724,John Coggs,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-08-18
SP_63/339_f.253,E910964-S042308-T000000,Sir James Shaen,S036220,Privy Council in England,1680-08-18
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2600-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S028068,Lord-Lieutenant,1680-08-18
SP_29/414_f.138a,S022959,"John Egerton, Earl of Bridgewater",E012119-S043025-T000000,Sir Leoline Jenkins,1680-08-19
SP_44/62_f.65,E012119-S043025-T000000,Sir Leoline Jenkins,E009591-S051714-T000000,"William Gulston, Bishop of Bristol",1680-08-19
SP_29/414_f.140,S042387,Sir Job Charleton,E012119-S043025-T000000,Sir Leoline Jenkins,1680-08-20
SP_63/339_f.262,S035572,Phelim ONeill,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-08-21
SP_29/414_f.142,E008139-S040866-T000000,Sir Arthur Forbes,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-08-21
SP_63/341_f.16,E012119-S043025-T000000,Sir Leoline Jenkins,S028068,Lord-Lieutenant,1680-08-21
SP_63/341_f.17,E012119-S043025-T000000,Sir Leoline Jenkins,E002911-S031544-T000000,"Michael Boyle, Archbishop of Dublin",1680-08-21
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2612-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S028068,Lord-Lieutenant,1680-08-21
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2613-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S002639,Bevil Skelton,1680-08-23
SP_44/64_f.31,E012119-S043025-T000000,Sir Leoline Jenkins,E006506-S007022-T000000,"Middleton, Charles",1680-08-23
SP_29/414_f.144,S010399,Constance Magenis,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-08-24
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2617-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S026425,Laurence Hyde,1680-08-25
SP_44/62_f.67,E012119-S043025-T000000,Sir Leoline Jenkins,S026425,Laurence Hyde,1680-08-26
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2619-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S012474,Dr. Henry Compton,1680-08-26
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2623-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S028068,Lord-Lieutenant,1680-08-26
SP_44/64_f.35,E012119-S043025-T000000,Sir Leoline Jenkins,E006506-S007022-T000000,"Middleton, Charles",1680-08-27
SP_29/414_f.149,S055805,William Johnson,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-08-27
SP_29/414_f.151,S010399,Constance Magenis,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-08-28
SP_63/339_f.263,S036669,Ralph Smyth,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-08-28
SP_29/414_f.153a,E300501-S037685-T000000,"Richard Jones, Earl of Ranelagh",E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-08-28
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2633-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S028068,Lord-Lieutenant,1680-08-28
spo3_cspd_c2_1679-1680_cspd_c2_1679-1680-m2631-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",E013261-S023644-T000000,"Leslie, John",1680-08-28
SP_44/53_f.29,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S039826,Samuel Francklin,1680-08-29
SP_44/53_f.29,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",E007738-S044106-T000000,"Sir Thomas Exton, Advocate General",1680-08-29
SP_63/339_f.265,E921955-S041743-T000000,Sir George Rawdon,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-08-30
SP_44/64_f.41,E012119-S043025-T000000,Sir Leoline Jenkins,S002639,Bevil Skelton,1680-08-30
SP_44/64_f.39,E012119-S043025-T000000,Sir Leoline Jenkins,E006506-S007022-T000000,"Middleton, Charles",1680-08-30
SP_63/339_f.267,S006044,Captain Robert Thelwall,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-08-30
SP_29/414_f.155,S043531,Sir Richard Mason,E012119-S043025-T000000,Sir Leoline Jenkins,1680-08-31
SP_63/339_f.285,E002622-S014197-T000000,"Edward Conway, Earl of Conway",E008139-S040866-T000000,Sir Arthur Forbes,1680-09-30
SP_29/417_f.540,S017183,George Bisse,S024370,John Speke,1680-09-30
SP_29/414_f.223a,E000520-S001769-T000000,"Arthur Annesley, Earl of Anglesey",S030837,Mayor and Aldermen of Gloucester,1680-09-30
SP_63/339_f.220,S027691,Lord Lieutenant,E012119-S043025-T000000,Sir Leoline Jenkins,1680-09-01
SP_63/339_f.269,S028068,Lord-Lieutenant,E012119-S043025-T000000,Sir Leoline Jenkins,1680-09-01
SP_29/414_f.171,S035630,Philip Doughty,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",1680-09-30
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m0071-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S028068,Lord-Lieutenant,1680-09-12
SP_29/414_f.167,S034274,"Nicholas Cullen, Mayor of Dover",E012119-S043025-T000000,Sir Leoline Jenkins,1680-09-02
SP_63/339_f.222,E921955-S041743-T000000,Sir George Rawdon,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-09-02
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m0010-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S030420,"Master and Fellows of Pembroke Hall, Cambridge",1680-09-02
SP_44/68_f.429,E012119-S043025-T000000,Sir Leoline Jenkins,S035740,Philip Warwick,1680-09-03
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m0013-cm,E012119-S043025-T000000,Sir Leoline Jenkins,E006506-S007022-T000000,"Middleton, Charles",1680-09-03
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m0016-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",E013261-S023644-T000000,"Leslie, John",1680-09-03
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m0015-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",E014148-S009502-T000000,"Treasury, The",1680-09-03
SP_63/339_f.273,S028068,Lord-Lieutenant,E012119-S043025-T000000,Sir Leoline Jenkins,1680-09-04
SP_63/341_f.18,E012119-S043025-T000000,Sir Leoline Jenkins,S028068,Lord-Lieutenant,1680-09-04
SP_29/414_f.169,S044241,Sir Thomas Osborne,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-09-04
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m0019-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",E014148-S009502-T000000,"Treasury, The",1680-09-04
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m0025-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",E912196-S001906-T000000,"Vere, Aubrey de",1680-09-05
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m0024-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S029412,Major George Arnot,1680-09-05
SP_44/65_f.41,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S004909,Captain Berkeley,1680-09-05
SP_44/65_f.43,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S006094,Captain Savile,1680-09-05
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m0027-cm,E019549-S039016-T000000,"Spencer, Robert",S022959,"John Egerton, Earl of Bridgewater",1680-09-06
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m0028-cm,E019549-S039016-T000000,"Spencer, Robert",S043644,Sir Robert Carr,1680-09-06
SP_44/64_f.43,E012119-S043025-T000000,Sir Leoline Jenkins,S002639,Bevil Skelton,1680-09-06
SP_29/414_f.175,S030657,Matthew Anderton,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-09-07
SP_44/62_f.69,E012119-S043025-T000000,Sir Leoline Jenkins,S012870,Dr. Thomas Lamplugh,1680-09-07
SP_29/414_f.173,S007421,Christopher Cratford,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-09-07
SP_29/414_f.176,S012474,Dr. Henry Compton,E012119-S043025-T000000,Sir Leoline Jenkins,1680-09-09
SP_29/414_f.181,S050990,William Andrewes,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1680-09-10
SP_44/53_f.35,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S011533,Dean and Chapter of Salisbury,1680-09-10
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m0046-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",E013261-S023644-T000000,"Leslie, John",1680-09-10
SP_63/339_f.271,S028068,Lord-Lieutenant,E012119-S043025-T000000,Sir Leoline Jenkins,1680-09-11
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m0055-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S012870,Dr. Thomas Lamplugh,1680-09-11
SP_63/341_f.19,E012119-S043025-T000000,Sir Leoline Jenkins,S028068,Lord-Lieutenant,1680-09-11
SP_44/62_f.71,E012119-S043025-T000000,Sir Leoline Jenkins,E014603-S035450-T000000,"Peter Mews, Bishop of Winchester",1680-09-11
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m0057-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S054803,Mr. Clarke,1680-09-11
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m0058-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",E013261-S023644-T000000,"Leslie, John",1680-09-11
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m0059-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",E014148-S009502-T000000,"Treasury, The",1680-09-11
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m0074-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S028068,Lord-Lieutenant,1680-09-13
SP_29/414_f.183,S014901,Elizabeth Cellier,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",1680-09-14
SP_63/341_f.21,E012119-S043025-T000000,Sir Leoline Jenkins,S028068,Lord-Lieutenant,1680-09-14
SP_44/62_f.73,E012119-S043025-T000000,Sir Leoline Jenkins,E006386-S006865-T000000,Charles Bertie,1680-09-14
SP_102/49_f.46,S049839,Tsar Feodor,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",1680-09-14
SP_91/3_f.296,S049839,Tsar Feodor,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",1680-09-14
SP_29/414_f.184,S022959,"John Egerton, Earl of Bridgewater",E012119-S043025-T000000,Sir Leoline Jenkins,1680-09-15
SP_44/65_f.45,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S019168,Henry Howard,1680-09-15
SP_44/65_f.51,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S019168,Henry Howard,1680-09-15
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m0093-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S019168,Henry Howard,1680-09-15
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m0095-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S019168,Henry Howard,1680-09-15
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m0099-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",E013261-S023644-T000000,"Leslie, John",1680-09-15
spo3_cspd_c2_1680-1681_cspd_c2_1680-1681-m0104-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S028068,Lord-Lieutenant,1680-09-15
SP_44/59_f.53,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S034323,Nicholas Johnson,1680-09-15
SP_44/51_f.369,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",E009471-S041856-T000000,"Sir Harbottle Grimston, Speaker of the House of Commons",1680-09-15
SP_29/359_f.36,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S000451,Admiralty,1680-09-15
