language_primary,estc_id,gatherings.original,width.original,height.original,obl.original,gatherings,width,height,obl,area,original,publication_year_from,publication_year_till,publication_year,publication_decade,publication_century,uncertain,circa,range,price,prices_found,Pound,Shilling,Pence,total_price,year,Commodity,Market,variety,currancy,volume,C.currancy,C.volume,value,notes,source,total_price_in_silver,freq,annual,is_periodical,short_title,work_id,publication_place,publication_country,false_imprint,org_260_a,org_260_a_square_brackets,org_752_a,org_752_b,org_752_d,longitude,latitude,geo_id,pagecount.multiplier,pagecount.squarebracket,pagecount.plate,pagecount.arabic,pagecount.roman,pagecount.sheet,pagecount,volnumber,volcount,parts,pagecount_from,pagecount.orig,singlevol,multivol,issue,document.items,paper,document_type
English,T20582,2fo,NA,NA,FALSE,2fo,30,45,0,1350,1710.,1710,NA,1710,1710,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Advertisement from Parnassus,X-advertisement from parnassus,Edinburgh,Scotland,FALSE,Edinburgh :,FALSE,Great Britain,Scotland,Edinburgh.,-3.2,55.95,<http://vocab.getty.edu/tgn/7009546>,1,0,0,0,0,4,4,NA,1,NA,original,4,TRUE,FALSE,FALSE,1,468.75,Pamphlet
English,T70871,12mo,NA,NA,FALSE,12mo,12.5,19,0,237.5,1703.,1703,NA,1703,1700,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,The history of the nine worthies of the world,3016-history of nine worthies of world three whereof were gentiles,London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,14,0,178,0,0,192,NA,1,NA,original,192,TRUE,FALSE,FALSE,1,3958.33333333333,Book
English,T176951,8vo,NA,NA,FALSE,8vo,13,19,0,247,1715.,1715,NA,1715,1710,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,The true character of an honest man,43346-true character of honest man particularly with relation to publick affairs dedicated to his grace duke of marlborough,London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,8,0,32,0,0,40,NA,1,NA,original,40,TRUE,FALSE,FALSE,1,857.638888888889,In-between
English,N36381,4to,NA,NA,FALSE,4to,22,28,0,616,1705.,1705,NA,1705,1700,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Stockings out at heels: or, A full answer to twenty seven queries propos'd by a dislocted hosier, upon the bill against occasional conformity",194100-stockings out at heels or full answer to twenty seven queries proposd by dislocted hosier upon bill against occasional conformity,London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,0,0,0,0,22,22,NA,1,NA,original,22,TRUE,FALSE,FALSE,1,1176.38888888889,Pamphlet
English,T13130,1to,NA,NA,FALSE,2fo,30,45,0,1350,1705.,1705,NA,1705,1700,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Loss by fire at Iniskilling, in Ireland, 8166 l",78666-church briefs 1705-12-19,London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,0,0,0,0,2,2,NA,1,NA,original,2,TRUE,FALSE,FALSE,1,234.375,Pamphlet
English,N28212,8vo,NA,NA,FALSE,8vo,13,19,0,247,1715.,1715,NA,1715,1710,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,A compleat list of the Lords Spiritual and Temporal,4268-lists 1715,London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,2,0,32,0,0,34,NA,1,NA,original,34,TRUE,FALSE,FALSE,1,728.993055555556,In-between
English,R43951,NA,NA,NA,FALSE,NA,NA,NA,0,NA,1699 [i.e. 1700],1700,NA,1700,1700,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"By the King, a proclamation",2071-by king proclamation,London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,0,0,2,0,0,2,NA,NA,NA,original,2,FALSE,FALSE,FALSE,NA,NA,Pamphlet
English,T20329,8vo,NA,NA,FALSE,8vo,13,19,0,247,MDCCVIII. [1708],1708,1708,1708,1700,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,A cat may look on a Queen,48042-a cat may look on queen or satyr on her present majesty,London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,13,0,75,0,0,88,NA,1,NA,original,88,TRUE,FALSE,FALSE,1,1886.80555555556,In-between
Latin,T145300,8vo,NA,NA,FALSE,8vo,13,19,0,247,1716.,1716,NA,1716,1710,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"A dictionary, English-Latin, and Latin-English",671-a dictionary english-latin and latin-english containing all things necessary for translating of either language into other,London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,1004,0,0,0,0,1004,NA,1,NA,original,1004,TRUE,FALSE,FALSE,1,21526.7361111111,Book
French,R15433,12mo,NA,NA,FALSE,12mo,12.5,19,0,237.5,1700.,1700,NA,1700,1700,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Lettre de monsieur de la Vallette, cy-devant cured́ans le diocese de Blois",77404-lettre de monsieur de la vallette cy-devant cured́ans le diocese de blois pour servir de reponse la lettre de monsieur levêque de blois and messieurs de son clerge sur son changement de religion,London,England,FALSE,A Londres :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,0,0,53,0,0,53,NA,1,NA,original,53,TRUE,FALSE,FALSE,1,1092.66493055556,In-between
English,T17867,12mo,NA,NA,FALSE,12mo,12.5,19,0,237.5,1713.,1713,NA,1713,1710,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,English and Latine exercises for school-boys,1009-english and latine exercises for school-boys comprising all rules of syntaxis with explanations and other necessary observations on each rule,London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,8,0,208,0,0,216,NA,1,NA,original,216,TRUE,FALSE,FALSE,1,4453.125,Book
English,T42663,8vo,NA,NA,FALSE,8vo,13,19,0,247,1710.,1710,NA,1710,1710,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Poems on the death of Her late Majesty Queen Mary,X-poems on the death of her late majesty queen mary,London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,1,0,15,0,0,16,NA,1,NA,original,16,TRUE,FALSE,FALSE,1,343.055555555556,Pamphlet
English,N52753,1to,NA,NA,FALSE,2fo,30,45,0,1350,1702.,1702,NA,1702,1700,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,A true and exact list of the members of both houses of this present convocation,7530-a true and exact list of members of both houses of this present convocation summond to meet on thirtieth day of december a,London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,0,0,0,0,2,2,NA,1,NA,original,2,TRUE,FALSE,FALSE,1,234.375,Pamphlet
English,T17397,2fo,NA,NA,FALSE,2fo,30,45,0,1350,[1717?],1717,NA,1717,1710,1700,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"To the Honourable the Commons of Great Britain in Parliament assembled; the humble petition of Brigadier General James Douglass, Brigadier General Sr. James Wood, and the commission'd officers of the late Lietenant General Hamilton's regiment, .",131565-to honourable commons of great britain in parliament assembled humble petition of brigadier general james douglass brigadier general sr james wood and commissiond officers of lietenant general hamiltons regiment,London,England,FALSE,[London] :,TRUE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,2,0,0,0,0,2,NA,1,NA,original,2,TRUE,FALSE,FALSE,1,234.375,Pamphlet
English,T126122,2fo,NA,NA,FALSE,2fo,30,45,0,1350,1705.,1705,NA,1705,1700,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,The birth-night,198116-birth-night pastoral,London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,3,0,13,0,0,16,NA,1,NA,original,16,TRUE,FALSE,FALSE,1,1875,Pamphlet
English,T10399,2fo,NA,NA,FALSE,2fo,30,45,0,1350,1701.,1701,NA,1701,1700,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,A fatal prophecy concerning the downfall of the French king,X-a fatal prophecy concerning the downfall of the french king,London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,2,0,0,0,0,2,NA,1,NA,original,2,TRUE,FALSE,FALSE,1,234.375,Pamphlet
English,T110471,4to,NA,NA,FALSE,4to,22,28,0,616,[1707?],1707,NA,1707,1700,1700,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"An answer to Captain Dampier's Vindication of his voyage to the South-Seas, in the ship St. George",76508-an answer to captain dampiers vindication of his voyage to south-seas in ship st george,London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,0,0,0,0,8,8,NA,1,NA,original,8,TRUE,FALSE,FALSE,1,427.777777777778,Pamphlet
English,T53772,2fo,NA,NA,FALSE,2fo,30,45,0,1350,1705.,1705,NA,1705,1700,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"The bill, intituled, An Act for the relief, imployment and settlement of the poor, which came from the House of Commons",78966-bills 1705-03-06,London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,2,0,46,0,0,48,NA,1,NA,original,48,TRUE,FALSE,FALSE,1,5625,In-between
English,T301285,2fo,NA,NA,FALSE,2fo,30,45,0,1350,1713],1713,NA,1713,1710,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,An Act for divesting the Crown of the remainder in fee-simple of and in the manor and advowson of Stourton in the county of Wilts,127319-private acts 1713,London,England,FALSE,[London? :,TRUE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,1,0,3,0,0,4,NA,1,NA,original,4,TRUE,FALSE,FALSE,1,468.75,Pamphlet
English,T106837,8vo,NA,NA,FALSE,8vo,13,19,0,247,1710.,1710,NA,1710,1710,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Memoirs of Europe, towards the close of the eighth century",13245-memoirs of europe towards close of eighth century,London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,20,0,380,0,0,400,NA,1,NA,original,400,TRUE,FALSE,FALSE,1,8576.38888888889,Book
English,T164655,8vo,NA,NA,FALSE,8vo,13,19,0,247,1709.,1709,NA,1709,1700,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Advice to youth: or, instructions for young men and maids. By Thomas Gill, the blind man of St. Edmonds-Bury, Suffolk",35613-advice to youth or instructions for young men and maids by thomas gill blind man of st edmonds-bury suffolk,London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,0,0,0,0,16,16,NA,1,NA,original,16,TRUE,FALSE,FALSE,1,343.055555555556,Pamphlet
English,N68146,2fo,NA,NA,FALSE,2fo,30,45,0,1350,1712.,1712,NA,1712,1710,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Her Majesties most gracious speech to both Houses of Parliament, on Saturday the one and twentieth day of June, 1712",8852-speeches 1712-06-21,London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,0,0,0,0,4,4,NA,1,NA,original,4,TRUE,FALSE,FALSE,1,468.75,Pamphlet
English,N36669,4to,NA,NA,FALSE,4to,22,28,0,616,1701],1701,NA,1701,1700,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,An earnest persuasive to the serious observance of the Lord's day,775-an earnest perswasive to serious observance of lords day,London,England,FALSE,[London :,TRUE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,1,0,3,0,0,4,NA,1,NA,original,4,TRUE,FALSE,FALSE,1,213.888888888889,Pamphlet
English,T216278,8vo,NA,NA,FALSE,8vo,13,19,0,247,1710.,1710,NA,1710,1710,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,The low-church lottery,X-the low-church lottery,London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,0,0,0,0,8,8,NA,1,NA,original,8,TRUE,FALSE,FALSE,1,171.527777777778,Pamphlet
English,T169186,4to,NA,NA,FALSE,4to,22,28,0,616,1703.,1703,NA,1703,1700,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"The original and pedegree of sacred episcopacy, an essay",115823-original and pedegree of sacred episcopacy essay,Edinburgh,Scotland,FALSE,[Edinburgh] :,TRUE,Great Britain,Scotland,Edinburgh.,-3.2,55.95,<http://vocab.getty.edu/tgn/7009546>,1,2,0,8,0,0,10,NA,1,NA,original,10,TRUE,FALSE,FALSE,1,534.722222222222,Pamphlet
English,T72526,4to,NA,NA,FALSE,4to,22,28,0,616,1708.,1708,NA,1708,1700,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"A letter from a gentleman in Scotland to his friend in England, against the Sacramental Test; As Inconsistent with the Union, Dangerous to the Ecclesiastical Constitution of North-Brittain; and to such Parts of their Civil Constitution as are reserv'd to them; Inconsistent with the Civil Interest of Great Brittain in General; contrary to the Design of Our Saviour's Institution of the Lord's-Supper, and to the Doctrine of the Church of England",14892-a letter from gentleman in scotland to his friend in england against sacramental test as inconsistent with union dangerous to ecclesiastical constitution of north britain and to such parts of their civil constitution as are reservd to them inconsistent with civil interest of great britain in general contrary to design of our saviours institution of lords supper and to doctrine of church of england,London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,0,0,0,0,32,32,NA,1,NA,original,32,TRUE,FALSE,FALSE,1,1711.11111111111,Pamphlet
English,N25798,4to,NA,NA,FALSE,4to,22,28,0,616,1701.,1701,NA,1701,1700,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,The whole art of navigation,5750-vvhole art of navigation in five books,London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,44,4,288,8,0,344,NA,1,NA,original,344,TRUE,FALSE,FALSE,1,18394.4444444444,Book
English,T106570,8vo,NA,NA,FALSE,8vo,13,19,0,247,Reprinted in the Year 1720.,1720,NA,1720,1720,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"The last legacy of Mr. Joseph Davis, Senr. who departed this life Feb. 16, 1706/7",135251-last legacy of mr joseph davis senr who departed this life feb 16 1706/7 being brief account of most material circumstances of his life and profession,London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,1,0,75,0,0,76,NA,1,NA,original,76,TRUE,FALSE,FALSE,1,1629.51388888889,In-between
English,T65945,8vo,NA,NA,FALSE,8vo,13,19,0,247,[1715],1715,NA,1715,1710,1700,FALSE,FALSE,FALSE,Price from imprint: price 1s,1s,0,1,0,12,1715,Pence,London,English,English Pence,unit,gm Ag,Gram,0.463991935,ECPdb,(UnKnown),5.56790322,NA,NA,FALSE,The secret history of the Scepter,75444-secret history of scepter or court intrigues in reign,London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,0,0,48,0,0,48,NA,1,NA,original,48,TRUE,FALSE,FALSE,1,1029.16666666667,In-between
English,T231405,4to,NA,NA,FALSE,4to,22,28,0,616,1706?],1706,NA,1706,1700,1700,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"The French King's proposals for a general peace, presented by his ambassador, to the Swiss cantons, in their general dyet at Baden, in Swisserland",15714-miscellaneous documents 1706,London,England,FALSE,"[London?,",TRUE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,0,0,0,0,4,4,NA,1,NA,original,4,TRUE,FALSE,FALSE,1,213.888888888889,Pamphlet
English,R40006,12mo,NA,NA,FALSE,12mo,12.5,19,0,237.5,MDCC. [1700],1700,1700,1700,1700,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,The scripture-history of the Sabbath,69571-scripture-history of sabbath by samuel grascome presbyter of church of england,London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,12,0,204,0,0,216,NA,1,NA,original,216,TRUE,FALSE,FALSE,1,4453.125,Book
English,N2889,4to,NA,NA,FALSE,4to,22,28,0,616,1705.,1705,NA,1705,1700,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Liberty and property. A satyr,142910-liberty and property satyr,London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,2,0,22,0,0,24,NA,1,NA,original,24,TRUE,FALSE,FALSE,1,1283.33333333333,Pamphlet
English,T119251,12mo,NA,NA,FALSE,12mo,12.5,19,0,237.5,1715.,1715,NA,1715,1710,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Clavis Ovidiana: an numerical key to Ovid De tristibus. Shewing by Figures answering to each Word in every Line, in what Order every Word ought to be taken, so as to construe into good Sence; in an easy Method for the Benefit of the Learner, and ease of the Teacher. To which is added, the argument of each elegy in English. For the use of schools. By N. B. teacher of the latin tongue",189329-clavis ovidiana numerical key to ovid de tristibus shewing by figures answering to each word in every line in what order every word ought to be taken so as to construe into good sence in easy method for benefit of learner and ease of teacher to which is added argument of each elegy in english for use of schools by n b teacher of latin tongue,London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,5,0,21,10,0,36,NA,1,NA,original,36,TRUE,FALSE,FALSE,1,742.1875,In-between
English,R185252,2fo,NA,NA,FALSE,2fo,30,45,0,1350,1700?],1700,NA,1700,1700,1700,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"To the right honourable the Lords, knights, citizens, and burgesses, of the high court of Parliament now assembled, the humble petition of divers people, on behalf of themselves, and the widdows, and other kindred, of those who served in the Orange, whereof Captain John Uthar was master and commander. Sheweth, that the said ship proceeded to the East-Indies in that companies service, and every respective person executed their duty as required","X-to the right honourable the lords, knights, citizens, and burgesses, of the high court of parliament now assembled, the humble",London,England,FALSE,[London? :,TRUE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,0,0,2,0,0,2,NA,1,NA,original,2,TRUE,FALSE,FALSE,1,234.375,Pamphlet
Latin,T111402,12mo,NA,NA,FALSE,12mo,12.5,19,0,237.5,MDCCXIII. [1713],1713,1713,1713,1710,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Caii Sallustii Crispi quæ extant,7439-caii sallustii crispi quae extant,London,England,FALSE,Londini :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,25,2,179,0,0,206,NA,1,NA,original,206,TRUE,FALSE,FALSE,1,4246.96180555556,Book
English,R216810,8vo,NA,NA,FALSE,8vo,13,19,0,247,[1700],1700,NA,1700,1700,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Arithmetical trigonometry,10879-arithmetical trigonometry being solution of all usual cases in plain trigonometry by common arithmetick without any tables whatsoever,London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,10,6,212,0,0,228,NA,1,NA,original,228,TRUE,FALSE,FALSE,1,4888.54166666667,Book
English,T70521,8vo,NA,NA,FALSE,8vo,13,19,0,247,1711],1711,NA,1711,1710,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"At the Duke of Marlborough's Head in Fleet-Street, by the Right Honourable the Marquis of Dorchester's servant, is to be seen. The famous posture master of Europe, ... beginning on Monday the 8th of October. Vivat Regina","X-at the duke of marlborough's head in fleet-street, by the right honourable the marquis of dorchester's servant, is to be",London,England,FALSE,"[London,",TRUE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,2,0,0,0,0,2,NA,1,NA,original,2,TRUE,FALSE,FALSE,1,42.8819444444444,Pamphlet
English,N29628,8vo,NA,NA,FALSE,8vo,13,19,0,247,1701.,1701,NA,1701,1700,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Æsop at Paris, his letters and fables. Translated from the original French",39985-aesop at paris his letters and fables translated from original french,London,England,FALSE,[London] :,TRUE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,0,0,0,0,16,16,NA,1,NA,original,16,TRUE,FALSE,FALSE,1,343.055555555556,Pamphlet
English,T78655,12mo,NA,NA,FALSE,12mo,12.5,19,0,237.5,Printed in the Year. 1714.,1714,NA,1714,1710,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"A proposal for settling jointures, and granting annuities, after the rate of 40l. per cent. per annum","X-a proposal for settling jointures, and granting annuities, after the rate of 40l. per cent. per annum",London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,1,0,23,0,0,24,NA,1,NA,original,24,TRUE,FALSE,FALSE,1,494.791666666667,Pamphlet
English,T66808,12mo,NA,NA,FALSE,12mo,12.5,19,0,237.5,1719.,1719,NA,1719,1710,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,The illustrious and renown'd history of the seven famous champions of Christendom,167-most famous history of seven champions of christendome,London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,6,0,162,0,0,168,NA,1,NA,original,168,TRUE,FALSE,FALSE,1,3463.54166666667,Book
English,T77379,8vo,NA,NA,FALSE,8vo,13,19,0,247,1711.,1711,NA,1711,1710,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"The whole life and history of my lord Moon, and the Earl of Warwick: with their comical frolicks that they play'd. .","X-the whole life and history of my lord moon, and the earl of warwick: with their comical frolicks that they",London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,0,0,0,0,8,8,NA,1,NA,original,8,TRUE,FALSE,FALSE,1,171.527777777778,Pamphlet
English,T73001,4to,NA,NA,FALSE,4to,22,28,0,616,1705.,1705,NA,1705,1700,1700,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"A journal of the transactions of Gibraltar. From our first coming before it, to the time of the French being forc'd to raise the siege. Exactly kept by an officer under his Highness the Prince of Hesse Darmstadt, and approv'd by himself; sent hither to a person of honour, and publish'd for a general satisfaction, being more full than all the accounts yet in print",189645-a journal of transactions of gibraltar from our first coming before it to time of french being forcd to raise siege exactly kept by officer under his highness prince of hesse darmstadt and approvd by himself sent hither to person of honour and publishd for general satisfaction being more full than all accounts yet in print,London,England,FALSE,London :,FALSE,Great Britain,England,London.,-0.093145,51.514248,<http://vocab.getty.edu/tgn/7011781>,1,6,0,14,0,0,20,NA,1,NA,original,20,TRUE,FALSE,FALSE,1,1069.44444444444,Pamphlet
